Complaint ID,Company Response to Consumer,Timely Response,Consumer Disputed
1183819,Closed with monetary relief,Yes,No
1183821,Closed with explanation,Yes,No
1175599,Closed with explanation,Yes,No
1183711,Closed with explanation,Yes,No
1212279,Closed with explanation,Yes,No
1194119,Closed with explanation,Yes,No
1207664,Closed with explanation,Yes,No
1203417,Closed with explanation,Yes,No
1212285,Closed with explanation,Yes,No
1183827,Closed,Yes,No
1162229,Closed with explanation,Yes,No
1161883,Closed with explanation,Yes,Yes
1203860,Closed with explanation,Yes,No
1161939,Closed with explanation,Yes,No
1183669,Closed with explanation,Yes,No
1176071,Closed with non-monetary relief,Yes,No
1183837,Closed with explanation,Yes,No
1161875,Closed with explanation,Yes,No
1162240,Closed with explanation,Yes,No
1183845,Closed,Yes,No
1162247,Closed with explanation,Yes,No
1161806,Closed with explanation,Yes,Yes
1161878,Closed with explanation,Yes,No
1195972,Closed with explanation,Yes,Yes
1197809,Closed with explanation,Yes,Yes
1204995,Closed with explanation,Yes,No
1211234,Closed with explanation,Yes,Yes
1183850,Closed with non-monetary relief,Yes,No
1183852,Closed with explanation,Yes,Yes
1205021,Closed with explanation,Yes,No
1175640,Closed with explanation,Yes,No
1203897,Closed with explanation,Yes,No
1183637,Closed with explanation,Yes,No
1183859,Closed with explanation,Yes,Yes
1161827,Closed with explanation,Yes,No
1162262,Closed with explanation,Yes,Yes
1162265,Closed with explanation,Yes,No
1196710,Closed with explanation,Yes,Yes
1203913,Closed with explanation,Yes,No
1196713,Closed with non-monetary relief,Yes,No
1176357,Closed with non-monetary relief,Yes,Yes
1197444,Closed with non-monetary relief,Yes,No
1212327,Closed with explanation,Yes,No
1162273,Closed,Yes,Yes
1162270,Closed with non-monetary relief,Yes,No
1203909,Closed with explanation,Yes,No
1196721,Closed with explanation,Yes,No
1183874,Closed with non-monetary relief,Yes,Yes
1183877,Closed with explanation,Yes,Yes
1212333,Closed with explanation,Yes,No
1162362,Closed with explanation,Yes,Yes
1175663,Closed with explanation,Yes,No
1162514,Closed with non-monetary relief,Yes,Yes
1183883,Closed with monetary relief,Yes,No
1203911,Closed with non-monetary relief,Yes,No
1205091,Closed with explanation,Yes,No
1205419,Closed with explanation,Yes,No
1203929,Closed with explanation,Yes,No
1162289,Closed with explanation,Yes,No
1195994,Closed with explanation,Yes,Yes
1212355,Closed with explanation,Yes,Yes
1183893,Closed with non-monetary relief,Yes,No
1205121,Closed with explanation,Yes,Yes
1183894,Closed with non-monetary relief,Yes,No
1196037,Closed with non-monetary relief,Yes,No
1212365,Closed with explanation,Yes,No
1196038,Closed with explanation,Yes,Yes
1203944,Closed with non-monetary relief,Yes,No
1162110,Closed with explanation,Yes,No
1196169,Closed with non-monetary relief,Yes,No
1183963,Closed with monetary relief,Yes,No
1162307,Closed with explanation,Yes,No
1183634,Closed with explanation,Yes,Yes
1162314,Closed with explanation,Yes,No
1162422,Closed with explanation,Yes,No
1196779,Closed with explanation,Yes,Yes
1176360,Closed with explanation,Yes,Yes
1183914,Closed with explanation,Yes,No
1183686,Closed with monetary relief,Yes,No
1183915,Closed with explanation,Yes,No
1162405,Closed with explanation,Yes,No
1213420,Closed with explanation,Yes,No
1175711,Closed with explanation,Yes,No
1196788,Closed with explanation,Yes,No
1185371,Closed with explanation,Yes,No
1212401,Closed with explanation,Yes,Yes
1212406,Closed with explanation,Yes,No
1162465,Closed with explanation,Yes,Yes
1183940,Closed with explanation,Yes,No
1162459,Closed with explanation,Yes,No
1176059,Closed with explanation,Yes,No
1212403,Closed with explanation,Yes,No
1203987,Closed with explanation,Yes,No
1162334,Closed with non-monetary relief,Yes,No
1203953,Closed with non-monetary relief,Yes,No
1196812,Closed with explanation,Yes,No
1162338,Closed with explanation,Yes,No
1161987,Closed with explanation,Yes,No
1212422,Closed with monetary relief,Yes,No
1196820,Closed with non-monetary relief,Yes,No
1196822,Closed,Yes,No
1162339,Closed with explanation,Yes,No
1184022,Closed with explanation,Yes,Yes
1212435,Closed with non-monetary relief,Yes,Yes
1195929,Closed with non-monetary relief,Yes,No
1196826,Closed with explanation,Yes,No
1177411,Closed with explanation,Yes,No
1204011,Closed with explanation,Yes,Yes
1197996,Closed with explanation,Yes,No
1161767,Closed with explanation,Yes,No
1212444,Closed with explanation,Yes,No
1211321,Closed with explanation,Yes,No
1196838,Closed with explanation,Yes,Yes
1197614,Closed with explanation,Yes,No
1205987,Closed with non-monetary relief,Yes,Yes
1212450,Closed with explanation,Yes,No
1176383,Closed with explanation,Yes,No
1206003,Closed with explanation,Yes,No
1192265,Closed,Yes,No
1205106,Closed with explanation,Yes,No
1162376,Closed with explanation,Yes,No
1183919,Closed with explanation,Yes,No
1176393,Closed with explanation,Yes,No
1183992,Closed with non-monetary relief,Yes,No
1212456,Closed with non-monetary relief,Yes,No
1204357,Closed with explanation,Yes,Yes
1212465,Closed,No,No
1212466,Closed with explanation,Yes,No
1196165,Closed with non-monetary relief,Yes,No
1196166,Closed with non-monetary relief,Yes,No
1205498,Closed with explanation,Yes,No
1212468,Closed with explanation,Yes,No
1204040,Closed with explanation,Yes,Yes
1184046,Closed with explanation,Yes,No
1205165,Closed with explanation,Yes,No
1196874,Closed with explanation,Yes,No
1212479,Closed with non-monetary relief,Yes,No
1177391,Closed with explanation,Yes,No
1184026,Closed with explanation,Yes,No
1203275,Closed with explanation,Yes,Yes
1176425,Closed with explanation,Yes,No
1185374,Closed with explanation,Yes,No
1184034,Closed with explanation,Yes,Yes
1183696,Closed with explanation,Yes,Yes
1212508,Closed with explanation,Yes,No
1176427,Closed with explanation,Yes,Yes
1176429,Closed with explanation,Yes,No
1207690,Closed with non-monetary relief,Yes,No
1183993,Closed with explanation,Yes,No
1196913,Closed with explanation,Yes,No
1177393,Closed with explanation,Yes,Yes
1204083,Untimely response,No,
1203387,Closed with explanation,Yes,No
1184323,Closed with monetary relief,Yes,Yes
1196932,Closed with non-monetary relief,Yes,No
1177396,Closed with explanation,Yes,No
1204098,Closed with explanation,Yes,No
1204101,Closed with non-monetary relief,Yes,No
1240207,Closed with monetary relief,Yes,No
1196945,Closed with explanation,Yes,No
1197531,Closed with non-monetary relief,Yes,Yes
1203308,Closed with non-monetary relief,Yes,No
1184066,Closed,Yes,No
1203765,Closed with explanation,Yes,No
1205006,Closed with explanation,Yes,No
1212549,Closed with explanation,Yes,Yes
1204118,Closed with explanation,Yes,Yes
1185377,Closed with explanation,Yes,Yes
1196920,Closed with explanation,Yes,No
1204123,Closed with explanation,Yes,No
1196967,Closed with monetary relief,Yes,Yes
1176451,Closed with explanation,Yes,No
1196976,Closed with explanation,Yes,Yes
1212571,Closed with explanation,Yes,No
1205020,Closed with explanation,Yes,No
1196977,Closed with explanation,Yes,No
1204434,Closed with explanation,Yes,Yes
1204453,Closed with explanation,Yes,No
1205008,Closed with explanation,Yes,No
1185239,Closed with explanation,Yes,No
1212579,Closed with non-monetary relief,Yes,No
1177678,Closed with non-monetary relief,Yes,Yes
1184109,Closed with explanation,Yes,No
1176472,Closed with explanation,Yes,No
1177471,Closed with explanation,Yes,No
1204153,Closed with explanation,Yes,No
1197000,Closed,Yes,No
1176478,Closed with explanation,Yes,No
1205712,Closed with monetary relief,Yes,No
1204156,Closed with explanation,Yes,No
1207278,Closed with explanation,Yes,No
1207255,Closed with non-monetary relief,Yes,No
1205714,Closed with explanation,Yes,No
1176483,Closed with explanation,Yes,Yes
1211266,Closed with explanation,Yes,Yes
1184110,Closed with explanation,Yes,Yes
1197011,Closed with explanation,Yes,Yes
1197525,Closed with explanation,Yes,No
1184136,Closed with explanation,Yes,No
1237609,Closed with non-monetary relief,Yes,No
1204172,Closed with explanation,Yes,No
1213427,Closed with non-monetary relief,Yes,No
1176494,Closed with explanation,Yes,No
1176500,Closed with explanation,Yes,No
1212621,Closed with explanation,Yes,No
1204181,Closed with explanation,Yes,No
1176502,Closed with explanation,Yes,No
1176503,Closed with non-monetary relief,Yes,No
1184150,Closed with non-monetary relief,Yes,No
1212627,Closed with explanation,No,No
1203388,Closed with explanation,Yes,No
1176505,Closed with explanation,Yes,Yes
1176328,Closed with explanation,Yes,No
1184156,Closed with explanation,Yes,No
1204191,Closed with explanation,Yes,No
1204196,Closed with explanation,Yes,No
1212632,Closed with explanation,Yes,Yes
1176508,Closed with explanation,Yes,No
1176509,Closed with explanation,Yes,No
1184163,Closed with explanation,Yes,Yes
1176512,Closed with non-monetary relief,Yes,No
1177513,Closed with explanation,Yes,No
1184166,Closed with non-monetary relief,Yes,No
1185291,Closed with explanation,Yes,Yes
1176578,Closed with explanation,Yes,No
1185230,Closed,Yes,No
1176514,Closed with explanation,No,No
1204649,Closed with explanation,Yes,No
1177553,Closed with explanation,Yes,No
1212649,Closed with non-monetary relief,Yes,Yes
1177540,Closed with non-monetary relief,Yes,No
1196940,Closed with explanation,Yes,No
1176526,Closed with explanation,Yes,No
1185233,Closed with explanation,Yes,No
1185250,Closed with non-monetary relief,Yes,No
1176530,Closed with explanation,No,Yes
1176535,Closed with explanation,Yes,No
1184193,Closed with explanation,Yes,Yes
1212881,Closed with explanation,Yes,No
1176354,Closed with explanation,Yes,Yes
1176538,Closed with explanation,Yes,No
1197065,Closed with non-monetary relief,No,No
1197850,Closed with explanation,Yes,No
1176547,Closed with explanation,Yes,Yes
1184200,Closed with explanation,Yes,No
1197077,Closed,Yes,No
1196173,Closed with explanation,Yes,No
1204239,Closed with explanation,Yes,No
1177495,Closed with explanation,Yes,No
1204243,Closed with explanation,Yes,Yes
1184212,Closed with explanation,Yes,Yes
1177820,Closed with explanation,Yes,No
1184219,Closed with explanation,Yes,No
1184220,Closed with non-monetary relief,Yes,No
1197107,Closed with explanation,No,No
1176563,Closed with explanation,Yes,No
1204253,Closed with explanation,Yes,Yes
1212670,Closed with explanation,Yes,No
1197110,Closed with non-monetary relief,Yes,Yes
1195916,Closed with explanation,Yes,No
1197116,Closed with non-monetary relief,Yes,No
1197124,Closed with explanation,Yes,Yes
1176580,Closed with explanation,Yes,No
1177675,Closed with explanation,Yes,Yes
1197127,Closed with explanation,Yes,Yes
1184245,Closed with explanation,Yes,No
1212720,Closed with explanation,Yes,No
1204278,Closed with explanation,No,No
1197144,Closed with non-monetary relief,Yes,No
1197493,Closed with explanation,Yes,No
1204293,Closed with monetary relief,Yes,No
1197149,Closed with explanation,Yes,Yes
1197151,Closed with explanation,Yes,No
1212729,Closed with explanation,Yes,No
1176603,Closed with explanation,Yes,Yes
1177833,Closed with explanation,Yes,No
1197164,Closed with explanation,Yes,No
1212743,Closed with explanation,Yes,No
1213426,Closed with non-monetary relief,Yes,No
1176756,Closed with explanation,Yes,Yes
1204301,Closed with explanation,Yes,No
1184294,Closed with explanation,Yes,No
1184299,Closed,Yes,No
1205722,Closed with explanation,Yes,No
1197202,Closed with explanation,Yes,Yes
1197092,Closed with explanation,Yes,No
1177682,Closed,Yes,Yes
1184309,Closed with explanation,Yes,No
1211298,Closed with explanation,Yes,No
1176654,Closed with explanation,Yes,No
1197218,Closed with monetary relief,Yes,No
1176658,Closed with explanation,Yes,No
1177452,Closed with explanation,Yes,Yes
1203294,Closed with monetary relief,Yes,No
1176662,Closed,Yes,No
1212779,Closed with explanation,Yes,No
1204383,Closed with explanation,Yes,No
1212781,Closed with explanation,Yes,No
1204384,Closed with explanation,Yes,Yes
1211250,Closed with explanation,Yes,No
1204369,Closed with explanation,Yes,No
1204392,Closed with explanation,Yes,Yes
1204393,Closed with explanation,Yes,No
1176625,Closed with non-monetary relief,Yes,No
1197095,Closed with explanation,Yes,No
1176626,Closed with explanation,Yes,No
1204400,Closed with monetary relief,Yes,No
1212794,Closed with explanation,Yes,No
1185261,Closed with explanation,Yes,Yes
1199185,Closed with explanation,Yes,No
1212803,Closed with explanation,Yes,No
1215204,Closed with monetary relief,Yes,No
1212805,Closed with explanation,Yes,Yes
1184369,Closed with monetary relief,Yes,No
1176702,Closed with explanation,Yes,No
1204432,Closed with explanation,Yes,Yes
1177375,Closed with explanation,Yes,No
1176630,Closed with explanation,Yes,No
1176704,Closed with explanation,Yes,Yes
1184377,Closed with explanation,Yes,No
1197265,Closed with explanation,Yes,Yes
1212818,Closed with explanation,Yes,No
1184382,Closed with explanation,Yes,No
1184567,Closed with explanation,Yes,No
1211299,Closed with explanation,Yes,No
1184550,Closed with explanation,Yes,No
1185057,Closed with non-monetary relief,Yes,No
1197275,Closed with explanation,Yes,No
1204445,Closed with non-monetary relief,Yes,Yes
1197281,Closed with non-monetary relief,Yes,No
1211172,Closed with non-monetary relief,Yes,Yes
1213441,Closed with explanation,Yes,No
1197442,Closed with explanation,Yes,No
1213966,Closed with explanation,Yes,No
1184397,Closed,Yes,Yes
1204461,Closed with explanation,Yes,No
1213446,Closed with explanation,Yes,Yes
1176729,Closed with explanation,Yes,Yes
1197301,Closed with explanation,Yes,Yes
1185382,Closed with explanation,Yes,No
1203427,Closed with non-monetary relief,Yes,No
1184391,Closed with explanation,Yes,No
1197863,Closed with explanation,Yes,No
1213458,Closed with explanation,Yes,No
1176738,Closed with explanation,Yes,Yes
1184415,Closed with explanation,Yes,No
1184998,Closed with explanation,Yes,No
1205700,Closed with explanation,Yes,No
1204479,Closed with non-monetary relief,Yes,No
1213474,Closed with explanation,Yes,No
1185311,Closed with explanation,Yes,No
1197320,Closed with explanation,Yes,No
1185190,Closed with explanation,Yes,No
1177534,Closed with explanation,Yes,No
1204498,Closed,Yes,No
1213338,Closed with explanation,Yes,No
1184429,Closed with explanation,Yes,No
